TOX-A	TOX-B	mGFP-A	mGFP-B
RP23-336O18.4	13	4	3	4
Bst1	9	8	12	4
Cd38	172	69	57	41
AC164004.2	0	0	0	0
AC164004.3	0	0	0	0
AC164004.4	2	2	2	3
RP23-58C20.7	0	0	0	0
RP23-58C20.1	4	8	6	2
RP23-58C20.3	0	0	0	0
RP23-58C20.4	0	0	0	0
Fgfbp1	0	0	0	0
Prom1	1	0	1	1
RP24-230J14.2	0	0	0	0
RP23-58C20.6	0	0	0	0
RP24-230J14.1	0	0	0	0
RP24-230J14.3	0	0	0	0
RP24-230J14.4	0	0	0	0
RP24-230J14.5	0	0	0	0
Tapt1	2651	2611	1497	2194
RP24-230J14.8	64	31	31	57
RP24-230J14.7	7	9	4	2
RP24-230J14.9	7	3	1	1
RP24-230J14.10	6	3	5	2
RP24-137F10.3	0	0	0	0
RP24-137F10.4	0	0	0	0
RP24-137F10.1	41	36	18	22
RP24-137F10.2	0	0	0	0
Ldb2	0	0	0	0
RP24-188E19.2	0	0	0	0
RP24-188E19.3	0	0	0	0
RP24-188E19.4	0	0	0	0
RP24-188E19.5	0	0	0	0
RP24-247A21.1	0	0	0	0
RP24-496C22.1	0	0	0	0
RP24-496C22.2	0	0	0	0
RP24-496C22.3	0	0	0	0
RP24-496C22.4	0	0	0	0
RP24-496C22.5	0	0	0	0
RP24-496C22.6	0	0	0	0
RP23-133N3.1	0	0	0	0
RP24-442E2.1	0	0	0	0
Gm10205	0	0	0	0
RP24-442E2.2	0	0	0	0
RP23-194K16.1	0	0	0	0
RP23-33C9.1	0	0	0	0
Qdpr	6150	5499	5271	5744
AC092711.4	0	0	0	0
Clrn2	0	0	0	0
Lap3	7527	6553	6348	7228
Med28	6592	5906	6886	6312
Fam184b	30	88	0	18
RP23-7D3.3	4	2	0	11
RP23-118K12.1	0	0	0	0
RP23-7E4.6	0	0	0	23
RP23-7E4.8	0	0	0	0
RP23-7E4.7	0	0	0	0
RP23-7E4.9	3	3	17	11
Ncapg	6770	6080	2388	3548
Lcorl	507	553	322	514
RP23-7E4.2	12	17	0	3
RP23-7E4.3	40	22	15	40
RP23-7E4.5	21	9	4	10
RP23-7E4.4	53	94	28	62
AC158786.1	1	1	0	3
RP23-228M24.1	0	0	0	0
AC117724.1	2	0	0	0
RP24-400K16.1	0	0	0	0
RP23-277H1.1	0	0	0	0
RP23-287A8.1	0	0	0	0
RP23-319E24.2	0	0	0	0
RP23-319E24.1	0	0	0	0
RP23-195A18.4	0	0	0	0
Slit2	0	0	0	0
RP23-195A18.1	0	0	0	0
RP23-195A18.2	0	0	0	0
RP23-195A18.3	0	0	0	0
RP23-219K16.2	0	0	0	0
RP23-219K16.1	0	0	0	0
Mir218-1	0	0	0	0
RP23-79E5.4	0	0	0	0
RP23-79E5.5	0	0	0	0
Pacrgl	1006	819	775	751
Kcnip4	0	11	0	5
RP23-14C20.2	0	0	0	0
RP23-14C20.1	0	0	0	0
RP24-174D16.1	0	0	0	0
RP24-170C14.1	0	0	0	0
RP24-170C14.2	0	0	0	0
RP23-309G12.4	0	0	0	0
RP23-309G12.3	0	0	0	0
RP23-309G12.2	0	0	0	0
RP23-79E5.7	0	0	0	0
RP23-309G12.1	0	0	0	0
Gm10025	0	0	0	0
RP24-201G17.1	0	0	0	0
RP23-187D22.9	0	0	0	0
RP23-187D22.8	0	0	0	0
RP23-187D22.7	0	0	0	0
RP23-187D22.6	0	0	0	0
RP23-187D22.5	0	0	0	0
RP23-187D22.4	0	0	0	0
RP23-187D22.10	0	0	0	0
RP23-187D22.11	0	0	0	0
RP23-187D22.3	0	0	0	0
RP23-187D22.1	0	0	0	0
RP23-140B23.2	0	0	0	0
RP23-140B23.1	0	0	0	0
RP23-394G5.2	0	0	0	0
RP23-394G5.1	0	0	0	0
RP24-158C2.3	0	0	0	0
RP24-158C2.1	0	1	0	0
RP24-158C2.4	0	0	0	0
RP24-253A20.1	0	0	0	0
AC103623.1	38	29	40	26
RP24-79O7.3	0	1	0	0
RP24-79O7.1	0	0	0	0
Adgra3	60	38	29	47
RP24-315J23.1	0	0	24	0
RP24-315J23.2	0	0	0	0
RP24-478I4.1	0	0	0	0
Mir8117	0	0	0	0
Gm22618	0	0	0	0
RP23-21O1.1	0	0	0	0
RP23-21O1.3	0	0	0	0
RP23-21O1.2	0	0	0	0
RP23-125B15.1	0	0	0	0
RP24-363A3.1	0	0	0	0
RP24-312A3.1	0	0	0	0
RP24-441G10.1	0	0	0	0
Gm44377	0	0	0	0
Ppargc1a	0	1	0	6
RP23-385G21.4	0	0	0	2
RP23-385G21.3	0	0	0	0
RP23-385G21.2	0	0	0	0
RP23-385G21.1	0	0	0	0
RP24-296L6.1	0	0	0	0
RP24-296L6.2	0	0	0	0
RP24-296L6.3	0	0	0	0
RP24-296L6.4	0	0	0	0
RP24-299M10.1	0	0	0	0
RP24-299M10.2	0	0	0	0
Mir6417	0	0	4	0
RP24-309H3.1	0	1	1	2
Dhx15	15697	14264	9180	13602
RP24-309H3.3	9	13	0	11
RP24-309H3.4	604	290	293	367
RP24-309H3.5	12	0	10	2
RP24-309H3.6	0	0	0	5
RP24-237I4.4	0	0	0	0
Gm25601	0	0	0	0
Sod3	0	0	0	0
Ccdc149	11	0	13	0
RP24-237I4.3	0	0	0	0
Lgi2	0	0	0	0
RP23-181F22.4	0	0	0	0
RP23-181F22.3	0	0	0	0
RP23-181F22.5	5	2	0	2
RP23-181F22.1	0	0	0	0
Sepsecs	1419	1672	1347	1766
Pi4k2b	1395	1680	678	1057
Zcchc4	1553	1350	882	1338
Anapc4	5731	5476	3768	5628
RP24-373A18.2	0	0	0	0
Gm23532	0	0	0	0
RP24-373A18.1	0	0	0	0
RP24-373A18.3	0	0	0	0
Slc34a2	0	0	0	0
RP24-540G23.1	0	0	0	0
Sel1l3	0	0	0	0
n-R5s171	0	0	0	0
Smim20	2321	2294	2306	2234
RP23-425N12.2	3	3	12	15
n-R5s172	0	0	0	0
RP23-425N12.1	0	0	0	0
Gm26486	0	0	0	0
Rbpj	3960	3780	3264	3192
RP24-540G23.3	3	0	0	0
RP23-137N6.2	37	43	28	22
Cckar	0	0	0	0
Tbc1d19	563	676	626	489
RP24-196M24.2	0	0	0	0
RP24-196M24.3	7	0	0	0
Stim2	1496	1456	839	1289
AC139037.2	1	0	0	0
RP24-482F14.1	0	0	0	0
RP23-148F6.1	0	0	0	0
RP23-187K3.1	27	27	34	25
RP24-201P24.1	0	0	0	0
Gm24235	0	0	0	0
RP23-267P6.1	0	0	0	0
Gm25513	0	0	0	0
RP24-133H21.1	0	0	0	0
RP23-317I8.3	0	0	1	0
RP23-317I8.2	0	0	0	0
AC107721.1	28	28	17	28
RP23-317I8.1	0	0	0	0
RP23-162F3.1	0	0	0	0
RP23-162F3.2	0	0	0	0
RP24-301M6.1	0	0	0	0
RP24-394H13.1	4	4	1	1
Gm23896	0	0	0	0
Gm24902	0	0	0	0
Gm23015	0	0	0	0
RP23-17A11.1	0	0	0	0
RP24-499N22.1	2	2	6	3
RP24-499N22.2	0	0	0	0
RP23-297D16.1	0	0	0	0
RP23-297D16.2	1	0	0	0
RP24-235E5.1	0	0	0	0
AC119899.1	241	224	182	227
RP24-189M4.2	1	1	0	1
RP24-189M4.1	0	0	0	0
Pcdh7	3	0	0	0
RP23-458G12.1	0	3	0	0
RP23-458G12.4	0	0	0	0
RP23-458G12.3	0	0	0	0
RP23-458G12.2	0	0	0	0
RP23-358D12.4	0	0	0	0
RP23-358D12.1	0	0	0	0
RP23-358D12.3	0	0	0	0
RP23-358D12.2	0	0	0	0
RP24-231P10.2	0	0	0	0
RP24-231P10.3	0	0	0	0
RP24-231P10.4	0	0	0	0
RP24-231P10.1	0	0	0	0
RP24-231P10.5	0	0	0	0
RP24-340K5.2	0	0	0	0
RP24-340K5.4	0	0	0	0
RP24-340K5.3	0	0	0	0
RP24-502C10.1	0	0	0	0
Gm22536	0	0	0	0
RP24-375D24.2	0	0	0	0
RP24-375D24.1	0	0	0	0
RP24-353N4.4	0	0	0	0
RP24-353N4.1	0	0	0	0
RP24-353N4.3	0	0	0	0
Gm22308	0	0	0	0
RP23-324H16.1	0	0	0	0
RP23-324H16.2	0	0	0	0
RP23-340N4.1	0	0	0	0
RP24-267O6.1	0	0	1	0
RP24-543J12.1	0	0	0	0
RP24-543J12.2	0	0	0	0
RP24-543J12.3	0	0	0	0
RP24-543J12.4	0	1	1	1
RP23-183O3.1	1	0	0	0
Cbfa2t2-ps1	6	8	3	3
Gm23331	0	0	0	0
RP23-419P12.1	0	0	0	0
RP23-84N24.1	0	0	0	0
Gm23708	0	0	0	0
RP24-390N7.1	1	0	0	1
RP24-390N7.2	0	0	1	0
RP24-390N7.3	0	0	0	0
RP24-300K9.1	0	0	0	0
RP23-210A16.1	0	0	0	0
RP23-86N20.1	0	0	0	0
G6pd2	6	0	1	3
RP23-480E8.1	0	0	0	1
Gm22273	0	0	0	0
RP24-447I18.1	0	0	0	0
Gm24079	0	0	0	0
Arap2	1596	1699	992	1540
RP23-387F14.1	15	26	21	18
RP23-387F14.2	60	72	31	55
Dthd1	0	0	0	0
RP23-37I24.1	0	0	0	0
Nwd2	0	0	0	0
AC114408.3	0	0	0	0
RP23-192C21.1	3	0	0	0
Rell1	1356	1212	816	1010
AC158789.2	0	2	0	0
RP23-192C21.2	0	0	0	0
Gm25608	0	0	0	0
RP23-192C21.3	15	26	8	24
Pgm1	2517	2051	1831	2020
Gm23967	0	0	0	0
Gm22395	0	0	0	0
Gm22559	0	0	0	0
Tbc1d1	4354	4864	3091	3140
AC132271.2	6	13	5	9
RP23-339I6.1	0	12	0	4
AC131679.2	0	0	0	0
AC131679.3	1	0	3	2
RP23-339I6.2	0	0	1	0
RP23-339I6.3	5	2	3	5
RP23-195B3.4	0	0	0	0
RP23-195B3.1	0	0	0	0
RP23-195B3.3	0	0	0	0
RP23-195B3.5	0	0	0	0
RP24-448C16.4	1	0	0	0
RP24-448C16.6	0	0	0	0
RP24-448C16.5	0	0	0	0
RP24-448C16.7	16	3	0	0
RP24-448C16.9	0	0	0	0
RP24-448C16.8	0	0	0	0
Gm25306	0	0	0	0
RP24-448C16.1	0	0	0	0
RP24-448C16.2	7	5	7	8
Klf3	590	792	664	709
RP23-326O2.2	13	7	8	7
Tlr1	1544	1249	1199	1622
Tlr6	616	679	427	509
Fam114a1	289	365	295	319
Mir574	0	0	0	0
RP24-87P2.3	5	9	0	5
Tmem156	520	564	377	493
Klhl5	621	751	296	320
Gm25154	0	0	0	0
Wdr19	304	299	99	276
Rfc1	5397	6041	4109	4496
RP23-344O11.3	46	88	45	61
Klb	0	0	0	0
Rpl9	11546	11501	13214	13508
Lias	2900	2917	2912	3001
RP23-477N9.1	11	5	2	20
RP23-477N9.5	0	4	0	0
Ugdh	2601	2491	1717	1881
AC136513.6	0	0	0	0
RP23-477N9.2	18	0	21	11
Smim14	4087	3803	4622	5095
RP23-477N9.4	0	1	0	1
RP23-477N9.6	21	20	22	6
RP23-477N9.3	24	18	8	17
Ube2k	5561	4970	4410	5329
RP23-403P24.1	99	96	52	117
RP23-403P24.3	0	0	1	0
Pds5a	2948	3453	2349	2286
RP23-403P24.5	24	30	33	32
RP23-403P24.6	25	52	17	39
Gm24399	0	0	0	0
RP23-403P24.7	6	21	8	6
RP23-403P24.8	5	3	0	2
N4bp2os	6	2	3	3
N4bp2	1656	1588	1463	1538
Gm24346	8	6	0	3
RP23-42O8.7	14	10	0	7
RP23-42O8.6	14	12	2	5
RP23-42O8.5	39	44	74	61
RP23-42O8.4	1	3	2	1
Rhoh	13906	12557	14198	15748
RP23-42O8.9	228	169	195	152
Chrna9	34	89	23	37
RP23-92N2.1	0	0	0	0
RP23-92N2.2	0	0	0	0
AC115293.2	4	10	14	7
Gm25952	0	0	0	0
Rbm47	28	51	2	20
RP24-351O18.5	18	21	21	26
RP24-351O18.4	0	0	0	0
RP24-351O18.6	0	0	0	0
Gm22929	0	0	0	0
RP24-351O18.1	0	0	0	0
RP24-351O18.2	0	0	0	0
RP24-351O18.8	0	0	1	0
RP24-351O18.7	0	0	0	0
Nsun7	0	4	0	18
Apbb2	375	264	227	182
RP23-21D6.2	0	0	0	0
Gm23183	0	0	0	0
RP23-21D6.1	2	0	1	0
AC131752.4	0	0	0	0
RP23-157G2.2	0	7	0	0
RP23-157G2.1	0	0	0	0
RP24-360B3.2	0	4	0	0
RP24-360B3.3	0	0	0	0
RP24-360B3.1	4	8	4	1
Uchl1os	0	0	0	0
Uchl1	306	247	233	122
RP23-472J13.3	0	12	0	0
RP23-352L15.1	0	0	0	0
Limch1	0	0	0	0
AC158994.1	19	26	35	25
RP24-79P8.1	0	0	0	0
RP24-383P24.2	0	0	0	0
AC119834.2	0	0	0	0
AC119834.3	0	0	0	0
RP24-383P24.3	0	0	0	0
Gm23841	0	0	0	0
Phox2b	0	0	0	0
RP24-95M11.1	0	0	0	0
RP24-353A8.1	5	6	5	6
Tmem33	6442	5733	5212	6007
Slc30a9	3529	3791	1457	2398
RP24-353A8.2	43	45	88	89
Bend4	350	225	194	236
RP24-103L16.2	0	0	0	0
RP24-103L16.3	0	0	0	1
RP24-103L16.4	0	0	0	1
RP24-103L16.5	1	0	0	0
RP23-213N8.1	5	1	0	2
Shisa3	10	9	0	1
Atp8a1	856	804	604	832
Gm23617	1	0	0	0
RP23-213N8.2	6	7	1	12
AC123662.2	1	0	1	0
RP24-274I18.1	1	0	0	7
RP23-130C18.1	45	19	25	3
RP23-130C18.2	13	25	34	47
AC161516.1	9	7	0	3
RP23-130C18.3	0	0	0	0
Gm21905	0	0	0	0
RP23-130C18.4	0	0	0	0
RP23-387L12.1	0	0	0	0
RP23-387L12.2	0	0	0	0
RP23-387L12.3	1	7	7	1
Grxcr1	0	0	0	0
RP23-387L12.4	0	0	0	0
RP24-224K15.1	0	0	0	0
Gm23605	0	0	0	0
RP24-441E22.1	0	1	0	0
RP23-72G21.1	0	0	0	0
Kctd8	0	0	0	0
RP23-319P12.6	0	0	0	0
RP23-319P12.5	0	0	0	0
RP23-319P12.4	0	0	0	0
RP23-319P12.3	0	0	0	0
RP23-319P12.2	0	0	0	0
RP23-319P12.1	0	0	0	0
RP23-114M24.1	0	0	0	0
Gm24368	0	0	0	0
Gm23932	0	0	0	0
RP23-114M24.2	13	5	4	12
RP24-351E22.1	0	0	0	0
Yipf7	0	1	0	5
RP24-351E22.2	1	1	1	0
Guf1	1721	1905	482	1329
Gnpda2	1107	1250	862	1342
Gm26044	0	0	0	0
Gm23661	0	0	0	0
RP23-236G19.1	0	0	0	0
Gm23067	0	0	0	0
Gm26072	0	0	0	0
RP23-332O18.1	0	0	0	0
RP23-332O18.2	0	0	0	1
Gabrg1	0	0	0	0
Gabra2	0	0	0	0
Cox7b2	0	0	0	0
Gabra4	0	0	0	0
Gabrb1	2	0	0	0
RP24-156O12.1	0	0	0	0
AC101688.1	0	0	0	0
AC122915.2	5	4	3	5
Commd8	4439	4490	3468	4753
RP23-27G7.2	0	0	0	0
Atp10d	240	221	215	235
Corin	0	0	2	0
Gm25768	0	0	0	0
RP23-193A2.2	0	0	0	0
RP23-193A2.3	0	0	0	0
Gm23712	0	0	0	0
RP24-316L21.1	0	0	0	0
Nfxl1	804	1133	431	618
RP24-316L21.3	3	1	0	3
RP24-506B15.1	0	0	0	0
Zar1	0	0	0	0
AC122733.3	0	5	13	12
Cnga1	67	50	13	49
RP24-506B15.2	7	4	9	3
RP24-506B15.3	0	1	0	0
Nipal1	264	392	359	510
Txk	5040	4939	4944	5872
RP23-415O9.1	0	0	0	0
Tec	2101	2147	1786	2515
RP23-204A8.1	3	1	3	0
RP23-204A8.2	0	9	1	0
Slain2	2981	2857	1419	1893
Gm10135	0	0	0	0
Gm24776	0	0	0	0
Slc10a4	0	0	0	0
AC108848.4	0	0	0	0
AC108848.6	0	0	0	0
Fryl	1928	1811	2060	1672
RP23-300K5.1	0	6	0	3
AC108848.2	0	0	0	0
RP23-318I19.2	5	5	7	11
RP23-318I19.1	4	4	10	6
RP23-153H17.2	0	0	0	0
RP23-153H17.1	1	0	0	0
RP23-153H17.3	0	0	0	0
Ociad1	7693	7119	8599	8437
RP23-153H17.6	0	0	0	0
RP23-153H17.5	23	16	20	8
Ociad2	13	43	8	26
RP23-153H17.7	0	1	0	0
RP23-153H17.9	0	0	0	0
Cwh43	0	0	0	0
RP24-274B10.1	0	0	0	0
AC134551.1	0	0	0	0
Dcun1d4	389	693	426	616
Lrrc66	0	0	0	0
Sgcb	1152	918	825	1085
RP23-105O12.2	2	2	0	4
Spata18	0	0	3	0
RP23-276J7.1	0	0	0	0
RP23-276J7.2	0	0	0	0
Usp46	787	870	722	740
Usp46os1	0	0	0	0
Usp46os2	0	0	0	0
CH25-194I22.2	3	23	25	14
CH25-194I22.3	5	0	0	0
CH25-194I22.4	0	4	0	0
Snora26	14	24	16	26
Dancr	0	0	0	0
RP23-422P4.2	0	0	0	0
Rasl11b	177	182	224	168
Scfd2	2168	1818	1741	2411
RP23-422P4.3	6	0	0	0
AC115901.2	4	5	0	1
AC115901.1	5	3	0	0
RP24-465E5.2	11	1	0	0
RP24-465E5.1	11	18	6	1
Fip1l1	11544	9579	8721	10047
RP24-245O20.1	0	3	0	1
Lnx1	4	0	0	0
AC120865.1	0	0	0	0
AC120865.2	0	0	0	0
RP23-88L6.1	0	0	0	0
RP24-245O20.2	1	0	0	0
AC161192.2	0	0	0	0
RP23-382I10.2	0	1	0	0
Chic2	1497	1565	861	1312
RP23-382I10.1	48	45	25	64
RP23-382I10.3	0	0	0	0
Gsx2	0	0	0	0
RP23-55P22.2	0	0	0	0
RP23-55P22.3	0	0	0	0
Olfr1401-ps1	0	0	0	0
Pdgfra	0	0	0	0
RP23-55P22.6	0	0	0	0
RP23-55P22.5	0	0	0	0
Mir7025	0	0	0	0
RP23-55P22.7	0	0	0	0
RP23-149H20.2	0	0	0	0
Gm22084	0	0	0	0
RP23-149H20.3	0	0	0	0
Gm24502	0	0	0	0
Kit	256	388	319	188
RP24-273B9.2	0	0	0	0
RP24-273B9.1	0	0	0	0
RP24-273B9.3	0	0	0	0
RP23-329A21.3	8	3	0	0
RP23-329A21.1	0	0	0	0
RP23-329A21.2	0	0	0	0
Gm25374	0	0	0	0
Kdr	58	11	0	0
Gm24738	0	0	0	0
RP24-445F15.2	0	0	0	0
RP24-445F15.1	4	0	2	0
Srd5a3	3034	2825	3062	2902
Tmem165	2047	2057	884	1188
Apc-ps1	13	2	0	4
Clock	623	763	304	593
Ube2n-ps1	151	128	134	112
RP23-386C10.5	11	1	0	11
RP23-386C10.2	1	7	14	2
Pdcl2	0	0	0	0
AC124468.1	0	0	0	0
Nmu	0	0	0	0
RP24-186A17.1	0	0	0	0
RP24-186A17.2	0	0	0	0
RP23-136I1.3	0	0	0	0
Exoc1	3087	2711	1661	2374
Cep135	991	1284	594	1038
RP23-136I1.2	0	0	0	0
AC166328.1	31	35	58	15
AC124978.1	0	0	0	0
Aasdh	1793	1375	1175	1575
Ppat	10868	10295	6605	9525
AC114666.2	3	5	0	4
Paics	20254	20151	15445	19818
Srp72	12325	11082	9480	10599
Arl9	4	2	9	0
AC114666.6	0	0	0	0
Thegl	0	0	0	0
Hopx	6228	5139	4507	3681
Hopxos	30	34	40	29
AC165975.3	0	0	0	0
RP23-3L23.1	36	31	23	18
Spink2	1	4	1	0
RP24-439P5.1	0	0	0	0
Rest	2851	2717	2128	2556
Mir5098	0	0	0	0
Noa1	5201	5079	3120	4761
Polr2b	13394	12135	8011	11522
RP24-439P5.3	0	0	4	0
Igfbp7	10	57	0	3
RP24-89O12.2	0	0	0	0
RP24-89O12.4	0	0	0	0
RP24-89O12.3	0	0	0	0
RP24-89O12.5	0	0	0	0
Pea15b	0	0	0	0
Gm22011	0	0	0	0
RP24-358F13.1	0	0	0	0
RP23-465P13.1	0	0	0	0
Mthfr-ps1	0	0	0	0
RP23-135B1.1	0	0	0	0
Gm25756	0	0	0	0
RP24-318J14.1	0	0	0	0
RP24-187F3.3	0	0	0	0
Gm22553	0	0	0	0
Gm23429	0	0	0	0
Gm24304	0	0	0	0
Gm22974	0	0	0	0
AC114425.1	10	14	8	13
Adgrl3	0	0	0	0
RP24-248M2.5	0	0	0	0
RP24-74E24.5	0	0	0	0
Gm22048	0	0	0	0
AC104196.2	0	0	0	0
RP24-82B9.1	0	0	0	0
RP23-393A24.1	0	0	0	0
RP24-92M6.1	0	0	0	0
Rpl7-ps7	20	17	33	24
Mir1187	0	0	0	0
Gm24129	0	0	0	0
RP24-558F5.1	0	0	0	0
Tecrl	0	0	0	0
AC120867.2	0	0	0	0
Gm44303	0	0	0	0
Gm25765	0	0	0	0
Gm25806	0	0	0	0
Gm24792	0	0	0	0
RP23-189P23.1	1	0	1	1
Epha5	0	0	0	0
Hmgn2-ps1	2	1	2	0
RP24-166L23.1	0	0	0	0
RP24-138J15.1	0	0	0	0
RP24-273G7.1	0	0	0	0
RP23-227I15.1	0	0	0	0
Gm24626	0	0	0	0
RP23-258M22.2	6	1	0	0
Cenpc1	2053	2188	1310	1757
RP23-19G21.1	0	0	0	0
Stap1	1099	723	709	993
Gm24524	0	0	0	0
Uba6	2341	2699	1075	1937
Gnrhr	0	0	0	0
Tmprss11c	0	0	0	0
Gm25473	0	0	0	0
Tmprss11d	0	0	0	0
Tmprss11a	0	0	0	0
Tmprss11g	0	0	0	0
Tmprss11f	0	0	0	0
Tmprss11b	0	0	0	0
RP23-314N3.1	0	0	0	0
Tmprss11e	0	0	0	0
RP24-567O8.2	0	0	0	0
RP24-567O8.4	0	0	0	0
RP24-567O8.3	0	0	0	0
Ythdc1	1140	1103	702	884
RP24-158N23.1	0	0	0	0
Ugt2b34	0	0	0	0
Gm25211	0	0	0	0
Ugt2b1	0	0	0	0
Gm24121	0	0	0	0
RP23-59B8.1	0	0	0	0
RP23-227D7.1	0	0	0	0
RP23-59B8.2	16	13	14	16
Ugt2b35	0	0	0	0
RP23-59B8.3	0	0	0	0
RP23-227D7.2	0	0	0	0
Ugt2b36	0	0	0	0
RP23-227D7.3	0	0	0	0
RP23-67B9.4	0	0	0	0
Ugt2b5	0	1	0	0
RP23-67B9.2	0	0	0	0
RP23-227D7.4	0	0	0	0
RP23-67B9.1	0	0	0	0
Ugt2b37	0	0	0	0
RP23-67B9.3	0	0	0	0
Ugt2a3	0	0	0	0
RP23-227D7.7	0	0	0	0
RP23-67B9.5	0	0	0	0
RP23-227D7.8	0	0	0	0
RP23-227D7.6	0	0	0	0
RP23-227D7.5	0	0	0	0
Ugt2b38	0	0	0	0
Ugt2a2	0	0	0	0
Ugt2a1	0	0	0	0
RP23-227D7.10	0	0	0	0
Sult1b1	0	0	0	0
Sult1d1	0	0	0	0
Sult1e1	0	0	0	0
Mir3969	0	0	0	0
RP24-571N6.2	0	0	2	0
RP24-571N6.3	0	0	0	0
Csn1s1	0	4	0	0
Csn2	0	2	0	3
Gm25066	0	0	0	0
RP23-440C1.3	1	1	0	1
Gm24314	0	0	0	0
Csn1s2a	0	0	0	0
Csn1s2b	0	0	0	0
Prr27	0	0	0	0
RP23-440C1.5	0	0	0	0
RP23-423C8.1	0	0	0	0
Odam	0	0	0	0
RP23-423C8.2	0	0	0	0
RP23-423C8.4	0	0	0	0
Csn3	0	0	0	0
RP24-324D14.4	0	0	0	0
RP24-324D14.1	0	0	0	0
RP24-324D14.2	0	0	0	0
Cabs1	0	0	0	0
Smr3a	0	0	0	0
RP24-324D14.5	1	0	0	1
RP24-324D14.6	0	0	0	0
Smr2	0	0	0	0
Gm11116	0	0	0	0
RP23-50G20.2	0	0	0	0
Gm11115	0	0	0	0
RP23-50G20.3	0	0	0	0
RP23-50G20.5	0	0	0	0
RP23-50G20.4	0	0	0	0
RP23-50G20.6	0	0	0	0
Prol1	0	0	0	0
Amtn	0	0	0	0
RP23-265M4.3	0	0	0	0
RP23-265M4.4	0	0	0	0
Ambn	0	0	0	0
Enam	0	9	0	0
Jchain	31	26	14	10
RP24-132B11.1	0	1	0	1
Utp3	6549	5933	5482	6668
Rufy3	413	600	251	420
Grsf1	441	618	321	405
Mob1b	759	675	520	677
AC160533.2	0	0	2	0
Dck	10242	9005	6252	7719
RP24-242L17.1	0	0	0	0
RP24-242L17.2	0	0	0	0
Mkrn1-ps1	7	2	3	3
Slc4a4	23	7	0	9
Gc	0	0	0	0
RP24-365I5.1	1	0	0	0
RP24-365I5.2	0	0	0	0
Npffr2	0	0	0	0
Adamts3	31	19	60	14
Gm25320	0	0	0	0
Gm25758	0	0	0	0
Eif5al3-ps	142	93	99	100
Cox18	2463	2353	2114	2461
Ankrd17	2674	2530	2573	2220
Gm9958	81	87	68	92
RP23-279P6.5	0	0	0	0
Alb	0	0	0	6
Afp	497	391	316	276
RP23-279P6.3	0	1	0	0
Afm	0	0	0	0
RP24-63O24.1	0	0	0	0
RP24-63O24.4	0	0	0	0
RP24-63O24.2	0	4	0	0
Rassf6	0	0	0	0
RP24-168A7.1	0	0	0	0
Cxcl5	0	0	0	0
Ppbp	0	0	0	0
Pf4	0	0	0	0
Cxcl3	17	0	0	0
Cxcl15	0	0	0	0
Gm24322	0	0	0	0
RP24-168A7.7	0	0	0	0
RP23-307P18.1	0	0	0	0
Cxcl1	0	0	0	0
Gm22816	0	0	0	0
Cxcl2	1	0	0	0
RP23-307P18.3	0	0	0	0
Mthfd2l	105	101	69	119
Epgn	0	0	0	0
RP23-42K10.4	0	0	0	0
Ereg	0	0	0	0
Areg	0	0	0	0
Gm23092	0	0	0	0
RP23-258C6.2	0	0	0	0
Btc	17	7	21	25
Parm1	0	0	0	0
Trmt112-ps1	1	2	1	1
RP23-17D18.3	24	34	40	34
RP23-17D18.2	0	0	0	0
RP24-266G11.1	0	0	0	0
RP24-266G11.2	0	0	0	0
RP24-266G11.4	0	0	0	0
RP24-266G11.3	17	15	8	15
RP23-442L7.2	0	0	0	0
Rchy1	3259	3022	3487	3813
RP23-442L7.3	0	5	2	2
Thap6	338	339	194	271
Gm24113	0	0	0	0
RP23-442L7.4	0	0	0	0
Cdkl2	238	216	152	107
Gm26582	21	37	11	36
G3bp2	10728	10745	8326	9542
Gm22728	2	2	4	5
Gm24931	0	0	0	5
Uso1	4687	4339	3147	3775
AC122438.1	39	25	45	57
RP23-321C24.2	2	0	0	0
Gm25290	0	0	0	0
RP23-321C24.4	0	2	0	0
Ppef2	3	8	0	2
Naaa	839	841	719	655
Sdad1	5992	5437	3399	5663
RP23-447A7.2	1	0	1	2
Gm23031	2	5	8	1
Cxcl9	0	0	0	0
Art3	0	10	0	0
Cxcl10	20	28	51	16
Cxcl11	0	0	0	0
AC122365.4	0	0	0	0
Nup54	4562	4227	3133	3985
Gm26039	3	3	4	3
Scarb2	8497	6441	7239	6787
Mir6415	0	0	0	0
Fam47e	0	0	0	0
Stbd1	24	44	12	29
Ccdc158	0	0	0	0
Shroom3	458	544	328	295
RP23-166O22.1	0	0	0	0
Mir1961	0	0	0	0
4932430I15Rik	0	0	0	0
RP23-9D24.2	4	1	2	3
Gm25521	0	0	0	0
Sowahb	0	0	0	0
Gm22915	0	0	0	0
RP24-470E5.2	23	11	22	11
RP24-470E5.3	0	2	0	0
Sept11	23093	21202	12925	16847
RP24-470E5.4	98	42	35	19
Ccni	11272	11461	6954	8562
RP24-470E5.9	36	42	14	12
AC134827.2	12	4	7	9
AC134827.3	40	20	21	29
Ccng2	4315	3594	2523	3127
Kat2b-ps	0	1	1	2
RP23-388L12.2	0	0	0	0
RP23-173B14.3	0	0	0	0
RP24-372K3.1	0	0	0	0
AC134584.1	0	0	0	0
RP23-388L12.3	0	0	0	0
RP23-388L12.1	0	0	0	0
RP23-57N5.1	0	0	0	0
